(FederatedLearning) D:\2022-2023-2\ML\Project\Project for ML>python "molecule evaluation.py" --type multiple --equation 2
Epoch = 0, Training loss = 0.226412
Epoch = 0, Testing loss = 0.148422, Accuracy = 0.077578
Epoch = 1, Training loss = 0.115734
Epoch = 1, Testing loss = 0.130827, Accuracy = 0.095095
Epoch = 2, Training loss = 0.059133
Epoch = 2, Testing loss = 0.122041, Accuracy = 0.141141
Epoch = 3, Training loss = 0.038199
Epoch = 3, Testing loss = 0.119449, Accuracy = 0.203203
Epoch = 4, Training loss = 0.035917
Epoch = 4, Testing loss = 0.112216, Accuracy = 0.174174
Epoch = 5, Training loss = 0.031526
Epoch = 5, Testing loss = 0.115378, Accuracy = 0.173173
Epoch = 6, Training loss = 0.025602
Epoch = 6, Testing loss = 0.116915, Accuracy = 0.130130
Epoch = 7, Training loss = 0.018423
Epoch = 7, Testing loss = 0.103207, Accuracy = 0.190190
Epoch = 8, Training loss = 0.014303
Epoch = 8, Testing loss = 0.113112, Accuracy = 0.282783
Epoch = 9, Training loss = 0.014231
Epoch = 9, Testing loss = 0.128705, Accuracy = 0.310811
Predicted cost: 1.364179, actual cost: 0.000000, loss: 1.860983
Predicted cost: 0.302580, actual cost: 0.453725, loss: 0.022845
Predicted cost: 0.113740, actual cost: 0.000051, loss: 0.012925
Predicted cost: 1.969772, actual cost: 0.406029, loss: 2.445293
Predicted cost: 0.570302, actual cost: 0.217010, loss: 0.124816
Predicted cost: 0.000000, actual cost: 0.000021, loss: 0.000000
Predicted cost: 2.130615, actual cost: 2.122517, loss: 0.000066
Predicted cost: 1.099903, actual cost: 1.246307, loss: 0.021434
Predicted cost: 0.287840, actual cost: 0.000023, loss: 0.082839
Predicted cost: 1.527443, actual cost: 0.000134, loss: 2.332671
Predicted cost: 0.410658, actual cost: 0.796048, loss: 0.148526
Predicted cost: 1.140074, actual cost: 0.189332, loss: 0.903912
Predicted cost: 0.000000, actual cost: 0.000169, loss: 0.000000
Predicted cost: 0.052124, actual cost: 0.001529, loss: 0.002560
Predicted cost: 2.174515, actual cost: 3.389447, loss: 1.476061
Predicted cost: 1.494904, actual cost: 0.309117, loss: 1.406091
Predicted cost: 0.073228, actual cost: 1.104756, loss: 1.064049
Predicted cost: 0.725783, actual cost: 0.003722, loss: 0.521371
Predicted cost: 4.868546, actual cost: 7.989435, loss: 9.739944
Predicted cost: 0.800614, actual cost: 0.000000, loss: 0.640983
Predicted cost: 0.252961, actual cost: 0.613822, loss: 0.130221
Predicted cost: 0.187094, actual cost: 0.143094, loss: 0.001936
Predicted cost: 0.055637, actual cost: 0.000000, loss: 0.003096
Predicted cost: 2.093961, actual cost: 0.742970, loss: 1.825176
Predicted cost: 0.659701, actual cost: 0.008912, loss: 0.423527
Predicted cost: 1.404795, actual cost: 0.297302, loss: 1.226541
Predicted cost: 0.000000, actual cost: 0.024640, loss: 0.000607
Predicted cost: 0.848242, actual cost: 0.247702, loss: 0.360648
Predicted cost: 0.375159, actual cost: 0.001903, loss: 0.139319
Predicted cost: 3.469875, actual cost: 2.195697, loss: 1.623530
Predicted cost: 0.441731, actual cost: 0.020241, loss: 0.177654
Predicted cost: 0.804978, actual cost: 0.378558, loss: 0.181834
Predicted cost: 0.053276, actual cost: 0.344046, loss: 0.084547
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 2.883894, actual cost: 2.682567, loss: 0.040533
Predicted cost: 0.546237, actual cost: 0.600444, loss: 0.002938
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 2.401332, actual cost: 2.022978, loss: 0.143152
Predicted cost: 0.000000, actual cost: 0.000000, loss: 0.000000
Predicted cost: 1.255785, actual cost: 2.131584, loss: 0.767025
Predicted cost: 0.712998, actual cost: 0.001647, loss: 0.506019
Predicted cost: 0.000000, actual cost: 0.122887, loss: 0.015101
Predicted cost: 3.322304, actual cost: 8.084677, loss: 22.680187
Predicted cost: 0.419170, actual cost: 0.228650, loss: 0.036298
Predicted cost: 0.538758, actual cost: 0.047908, loss: 0.240935
Predicted cost: 2.331878, actual cost: 3.359541, loss: 1.056091
Predicted cost: 1.451373, actual cost: 1.734384, loss: 0.080096
Predicted cost: 0.390980, actual cost: 0.172430, loss: 0.047764
Predicted cost: 1.286833, actual cost: 1.146431, loss: 0.019713
Predicted cost: 2.194463, actual cost: 1.074765, loss: 1.253722
Predicted cost: 0.475055, actual cost: 0.000002, loss: 0.225675
Predicted cost: 7.671738, actual cost: 7.650506, loss: 0.000451
Predicted cost: 0.814278, actual cost: 0.046996, loss: 0.588722
Predicted cost: 0.214240, actual cost: 0.807266, loss: 0.351680
